duration,protocol_type,src_bytes,dst_bytes,failed_logins,logged_in,count,srv_count,serror_rate,srv_serror_rate,attack_type
3,0,115,277,0,1,8,9,0.0,0.0,5
7,0,67,342,0,0,31,7,0.3159027705981715,0.33624304933529314,3
1,0,33,89,5,0,13,6,0.1,0.1,4
7,0,79,244,0,0,32,5,0.2411946423953632,0.20250842768151628,3
6,0,109,340,0,0,34,14,0.2359418558670349,0.32528720351109186,3
8,0,464,2637,0,1,2,5,0.0,0.0,0
1,0,24,65,3,0,13,10,0.1,0.1,4
1,0,36,92,6,0,8,10,0.1,0.1,4
1,0,35,44,8,0,11,10,0.1,0.1,4
6,0,106,276,0,0,33,13,0.48600314175718623,0.3686989082940258,3
3,0,107,343,0,0,11,7,0.3621180543316499,0.2918591406215227,3
7,0,118,371,0,0,40,9,0.3991445660748443,0.24010010626828623,3
5,0,83,226,0,0,27,6,0.23931370875246527,0.38823116507082134,3
10,0,453,3682,0,1,5,3,0.0,0.0,0
4,0,109,296,0,0,17,5,0.46516485524362516,0.46299589772919486,3
1,0,53,61,7,0,13,6,0.1,0.1,4
0,0,122,449,8,0,15,29,0.1,0.1,2
2,0,99,150,0,1,12,5,0.0,0.0,5
10,0,453,3891,0,1,1,1,0.0,0.0,0
4,0,120,318,0,0,19,6,0.45551973648050176,0.41712639943074103,3
1,0,49,101,5,0,10,7,0.1,0.1,4
6,0,75,283,0,0,27,9,0.4607096648899862,0.4244125029354748,3
0,0,0,0,0,0,203,115,0.8677751739220207,0.8018644823027727,1
1,0,37,107,3,0,13,5,0.1,0.1,4
2,0,46,257,0,1,8,10,0.0,0.0,5
1,0,29,44,6,0,15,8,0.1,0.1,4
1,0,46,84,6,0,13,7,0.1,0.1,4
3,0,94,237,0,0,35,12,0.4304422258267898,0.2940593332861078,3
1,0,55,49,6,0,10,7,0.1,0.1,4
0,0,0,0,0,0,263,227,0.800231004777237,0.7976163463515918,1
0,0,113,786,10,0,36,18,0.1,0.1,2
3,0,116,300,0,0,30,8,0.33625777750537866,0.35751105221755386,3
4,0,256,3131,0,1,3,5,0.0,0.0,0
1,0,37,91,7,0,7,7,0.1,0.1,4
6,0,341,3045,0,1,1,1,0.0,0.0,0
3,0,120,347,0,0,37,7,0.3462340801352621,0.49946898320228256,3
10,0,334,3435,0,1,1,5,0.0,0.0,0
1,0,35,91,5,0,13,10,0.1,0.1,4
0,0,170,786,7,0,23,29,0.1,0.1,2
1,0,22,93,8,0,6,7,0.1,0.1,4
2,0,120,242,0,1,4,6,0.0,0.0,5
1,0,51,80,7,0,10,7,0.1,0.1,4
0,0,0,0,0,0,231,217,0.8389872709925776,0.9174466797492765,1
7,0,461,2541,0,1,1,2,0.0,0.0,0
0,0,149,544,7,0,23,18,0.1,0.1,2
5,0,245,2630,0,1,3,1,0.0,0.0,0
9,0,346,3151,0,1,4,3,0.0,0.0,0
5,0,68,123,0,1,10,5,0.0,0.0,5
0,0,0,0,0,0,286,196,0.8397048546973206,0.7636991275057963,1
0,0,182,508,9,0,27,28,0.1,0.1,2
3,0,108,224,0,0,31,11,0.3545103808592082,0.29254154396133647,3
0,0,106,673,10,0,28,28,0.1,0.1,2
0,0,171,783,8,0,15,13,0.1,0.1,2
1,0,32,82,6,0,6,7,0.1,0.1,4
8,0,378,3875,0,1,5,3,0.0,0.0,0
3,0,51,165,0,1,5,7,0.0,0.0,5
10,0,416,2376,0,1,5,1,0.0,0.0,0
4,0,53,286,0,1,8,10,0.0,0.0,5
4,0,56,256,0,1,9,10,0.0,0.0,5
0,0,166,777,10,0,20,29,0.1,0.1,2
6,0,115,334,0,0,23,10,0.45821085332788164,0.25136789022804773,3
0,0,0,0,0,0,287,115,0.9552724796443262,0.7337448684860258,1
0,0,0,0,0,0,194,237,0.942179086786294,0.90955731040148,1
5,0,299,3445,0,1,2,4,0.0,0.0,0
0,0,0,0,0,0,293,218,0.8398359907423117,0.7303123354279522,1
3,0,116,207,0,1,7,10,0.0,0.0,5
1,0,22,77,4,0,11,6,0.1,0.1,4
5,0,102,179,0,1,8,10,0.0,0.0,5
0,0,0,0,0,0,128,273,0.8753674509590267,0.7488522433102336,1
6,0,447,3152,0,1,3,2,0.0,0.0,0
6,0,204,2623,0,1,4,3,0.0,0.0,0
4,0,234,3078,0,1,4,5,0.0,0.0,0
5,0,115,256,0,0,20,13,0.25742661089195806,0.4094755470248187,3
5,0,40,270,0,1,11,6,0.0,0.0,5
0,0,0,0,0,0,162,248,0.8730694139773268,0.8480698687244377,1
6,0,78,228,0,0,35,7,0.3680220940864508,0.35262903970307924,3
1,0,43,65,3,0,14,9,0.1,0.1,4
0,0,0,0,0,0,167,228,0.9180622882250078,0.9180628224692388,1
0,0,119,770,10,0,26,11,0.1,0.1,2
0,0,189,793,5,0,22,27,0.1,0.1,2
6,0,120,220,0,0,22,15,0.35474259214927994,0.33029688267215246,3
0,0,0,0,0,0,178,209,0.8930172034126382,0.8232149620470502,1
0,0,0,0,0,0,120,198,0.8182561251724486,0.8990698209731989,1
1,0,41,80,5,0,12,8,0.1,0.1,4
1,0,57,110,3,0,11,8,0.1,0.1,4
1,0,34,75,3,0,8,6,0.1,0.1,4
1,0,23,47,3,0,5,6,0.1,0.1,4
4,0,58,273,0,1,4,7,0.0,0.0,5
0,0,191,576,8,0,38,23,0.1,0.1,2
0,0,167,692,7,0,35,16,0.1,0.1,2
6,0,231,3175,0,1,3,1,0.0,0.0,0
7,0,93,304,0,0,28,13,0.4511102334986453,0.34824401782299064,3
6,0,105,252,0,0,27,15,0.4852364847648384,0.33469559522861436,3
0,0,0,0,0,0,142,263,0.8149084033825607,0.7880061810103958,1
0,0,0,0,0,0,227,142,0.9442925662387144,0.7733966558059328,1
3,0,72,354,0,0,37,7,0.4556390124123368,0.44533788134719965,3
1,0,26,52,7,0,11,5,0.1,0.1,4
1,0,60,61,8,0,5,6,0.1,0.1,4
5,0,99,340,0,0,28,9,0.3628886109729397,0.20680892768046394,3
5,0,63,275,0,1,5,10,0.0,0.0,5
5,0,114,268,0,0,16,8,0.4635841616996705,0.4751442315064894,3
10,0,240,2296,0,1,5,1,0.0,0.0,0
0,0,0,0,0,0,153,102,0.933109150929506,0.8420925682134738,1
1,0,26,42,7,0,8,6,0.1,0.1,4
3,0,58,167,0,1,8,8,0.0,0.0,5
1,0,29,73,6,0,6,9,0.1,0.1,4
1,0,36,65,8,0,10,7,0.1,0.1,4
3,0,83,359,0,0,12,13,0.32781512481147107,0.3459682842585498,3
0,0,113,560,5,0,39,12,0.1,0.1,2
3,0,58,234,0,1,4,10,0.0,0.0,5
7,0,248,2246,0,1,2,4,0.0,0.0,0
3,0,94,241,0,1,12,8,0.0,0.0,5
0,0,0,0,0,0,179,262,0.9091778553009514,0.9241720901798631,1
0,0,0,0,0,0,288,180,0.9869637836472394,0.8591411901362507,1
3,0,80,221,0,1,10,6,0.0,0.0,5
0,0,169,452,8,0,16,21,0.1,0.1,2
0,0,0,0,0,0,268,177,0.8332326628115821,0.8270612736063996,1
4,0,90,207,0,0,32,6,0.414092482265987,0.44247465822001814,3
0,0,0,0,0,0,181,209,0.8307820683805727,0.7331815683746384,1
0,0,0,0,0,0,227,134,0.9363963486912478,0.8281384835758709,1
3,0,115,347,0,0,19,7,0.33639446320887345,0.48380595084260625,3
7,0,100,370,0,0,27,7,0.22099137142010178,0.3101317097476959,3
1,0,50,116,8,0,9,6,0.1,0.1,4
2,0,69,189,0,1,4,6,0.0,0.0,5
9,0,277,1619,0,1,4,3,0.0,0.0,0
7,0,439,1936,0,1,3,1,0.0,0.0,0
1,0,42,41,6,0,13,8,0.1,0.1,4
4,0,99,278,0,0,17,11,0.21939544122959992,0.25287299070246644,3
0,0,173,763,6,0,23,11,0.1,0.1,2
0,0,190,575,6,0,34,29,0.1,0.1,2
1,0,39,75,3,0,6,6,0.1,0.1,4
3,0,409,2929,0,1,4,3,0.0,0.0,0
0,0,103,655,10,0,16,14,0.1,0.1,2
0,0,0,0,0,0,193,208,0.8323470045067082,0.8650323990819326,1
8,0,360,1759,0,1,5,4,0.0,0.0,0
0,0,199,617,10,0,39,14,0.1,0.1,2
4,0,105,245,0,1,5,10,0.0,0.0,5
7,0,212,2530,0,1,4,1,0.0,0.0,0
7,0,407,2842,0,1,1,4,0.0,0.0,0
0,0,128,614,5,0,31,19,0.1,0.1,2
0,0,142,753,7,0,26,29,0.1,0.1,2
2,0,46,228,0,1,12,7,0.0,0.0,5
0,0,0,0,0,0,272,273,0.8052551185700402,0.7940875001162687,1
3,0,445,2393,0,1,4,1,0.0,0.0,0
0,0,0,0,0,0,163,155,0.9751914918245584,0.8012874691511056,1
0,0,0,0,0,0,239,201,0.9298284159572308,0.931717425731998,1
0,0,117,400,10,0,30,25,0.1,0.1,2
4,0,88,372,0,0,36,14,0.21224026384415906,0.2771057555374049,3
7,0,61,271,0,0,19,14,0.41368705873748424,0.35584683880675166,3
3,0,53,144,0,1,9,8,0.0,0.0,5
4,0,320,2406,0,1,4,2,0.0,0.0,0
2,0,53,156,0,1,4,8,0.0,0.0,5
4,0,76,316,0,0,21,12,0.3366791883054071,0.46564043800694854,3
2,0,115,132,0,1,4,7,0.0,0.0,5
7,0,275,2757,0,1,5,4,0.0,0.0,0
0,0,179,647,10,0,37,10,0.1,0.1,2
3,0,52,393,0,0,32,8,0.31428027325730196,0.2952845390331188,3
0,0,127,687,5,0,20,14,0.1,0.1,2
5,0,93,237,0,1,9,6,0.0,0.0,5
3,0,88,321,0,0,29,11,0.25963842846706575,0.37679477911434694,3
4,0,85,323,0,0,31,14,0.25544863885091346,0.46060173834295465,3
4,0,370,1856,0,1,5,3,0.0,0.0,0
4,0,85,289,0,1,5,5,0.0,0.0,5
0,0,157,434,6,0,27,14,0.1,0.1,2
5,0,54,149,0,1,4,9,0.0,0.0,5
1,0,60,55,4,0,7,9,0.1,0.1,4
0,0,200,718,7,0,40,15,0.1,0.1,2
3,0,104,324,0,0,33,12,0.3117521612148737,0.48630019261145835,3
1,0,31,101,7,0,7,8,0.1,0.1,4
1,0,36,91,5,0,9,6,0.1,0.1,4
4,0,115,202,0,1,6,9,0.0,0.0,5
1,0,28,113,7,0,13,7,0.1,0.1,4
5,0,203,1591,0,1,2,4,0.0,0.0,0
3,0,462,2415,0,1,1,1,0.0,0.0,0
0,0,0,0,0,0,182,186,0.9340055672122618,0.8718580740536853,1
4,0,472,1791,0,1,1,2,0.0,0.0,0
4,0,105,171,0,1,10,4,0.0,0.0,5
3,0,395,3410,0,1,4,1,0.0,0.0,0
4,0,106,252,0,1,10,4,0.0,0.0,5
3,0,55,282,0,0,36,6,0.43403818127936555,0.45204344153651155,3
3,0,48,138,0,1,11,4,0.0,0.0,5
0,0,0,0,0,0,292,119,0.8486660775565652,0.8405259626476397,1
0,0,0,0,0,0,187,221,0.9829683236267107,0.8953859103898163,1
1,0,57,41,4,0,12,5,0.1,0.1,4
3,0,109,265,0,1,4,6,0.0,0.0,5
0,0,163,606,9,0,20,28,0.1,0.1,2
3,0,67,380,0,0,23,9,0.43004768581463537,0.28274261084298863,3
3,0,40,226,0,1,8,5,0.0,0.0,5
10,0,353,2278,0,1,4,1,0.0,0.0,0
5,0,53,188,0,1,11,4,0.0,0.0,5
1,0,60,102,5,0,8,5,0.1,0.1,4
2,0,84,147,0,1,9,10,0.0,0.0,5
9,0,411,2470,0,1,1,1,0.0,0.0,0
7,0,286,3803,0,1,5,5,0.0,0.0,0
1,0,26,55,3,0,10,9,0.1,0.1,4
2,0,71,176,0,1,4,6,0.0,0.0,5
0,0,0,0,0,0,150,234,0.9675668533383152,0.7428688110017003,1
5,0,63,193,0,1,12,10,0.0,0.0,5
7,0,90,391,0,0,14,9,0.23498779012090704,0.4240591317471072,3
5,0,84,361,0,0,28,6,0.4920178533527823,0.21756370714618917,3
0,0,143,461,10,0,27,30,0.1,0.1,2
4,0,50,321,0,0,21,11,0.4259263737970709,0.3941036015237087,3
2,0,54,193,0,1,12,7,0.0,0.0,5
1,0,53,74,6,0,5,5,0.1,0.1,4
7,0,101,246,0,0,32,5,0.4690641726737999,0.35542017795711595,3
6,0,68,201,0,0,14,5,0.4567767345466841,0.26521825641524105,3
0,0,0,0,0,0,285,151,0.8752962313555254,0.8434709957539721,1
0,0,116,675,7,0,19,26,0.1,0.1,2
9,0,430,3652,0,1,2,4,0.0,0.0,0
0,0,0,0,0,0,200,272,0.9015619389863737,0.9139485228446449,1
3,0,363,2134,0,1,4,4,0.0,0.0,0
0,0,101,454,6,0,19,21,0.1,0.1,2
7,0,104,340,0,0,38,11,0.23247271164734828,0.21383936358896127,3
0,0,149,556,6,0,32,19,0.1,0.1,2
4,0,453,2331,0,1,2,1,0.0,0.0,0
5,0,114,383,0,0,26,11,0.3516221964028917,0.37289781759245777,3
1,0,33,78,4,0,9,5,0.1,0.1,4
5,0,75,294,0,0,29,8,0.2718859327343077,0.30196194958171263,3
0,0,0,0,0,0,240,246,0.8436817530563323,0.9101170784817056,1
0,0,174,660,10,0,30,25,0.1,0.1,2
3,0,52,136,0,1,11,10,0.0,0.0,5
0,0,0,0,0,0,189,280,0.9365520751009724,0.8081165876507095,1
6,0,364,2763,0,1,3,2,0.0,0.0,0
0,0,0,0,0,0,294,159,0.894835028480836,0.7600260591186553,1
3,0,96,276,0,1,4,10,0.0,0.0,5
0,0,128,767,10,0,27,29,0.1,0.1,2
4,0,92,221,0,1,5,6,0.0,0.0,5
3,0,113,220,0,0,21,6,0.4161780981110404,0.20442822700696064,3
3,0,98,301,0,0,15,15,0.307113492800673,0.23359694518369592,3
5,0,375,3520,0,1,1,5,0.0,0.0,0
0,0,0,0,0,0,259,227,0.8133111176737585,0.8975434095982096,1
1,0,34,68,7,0,12,9,0.1,0.1,4
0,0,0,0,0,0,158,115,0.8056216372572589,0.8856203711337601,1
2,0,105,275,0,1,10,7,0.0,0.0,5
6,0,60,387,0,0,11,10,0.3853905399094656,0.2875336358693173,3
0,0,123,789,7,0,37,15,0.1,0.1,2
4,0,98,221,0,0,14,9,0.31842352411012403,0.40846106216383626,3
5,0,107,397,0,0,20,7,0.317917825389935,0.4104589921006633,3
3,0,105,233,0,1,10,4,0.0,0.0,5
5,0,99,152,0,1,6,5,0.0,0.0,5
0,0,193,711,10,0,23,27,0.1,0.1,2
5,0,91,246,0,1,11,10,0.0,0.0,5
5,0,70,355,0,0,23,15,0.21360010441722968,0.4742302229763458,3
5,0,98,396,0,0,19,7,0.4610447260563049,0.3762227734022479,3
3,0,101,258,0,1,10,5,0.0,0.0,5
1,0,49,89,5,0,5,10,0.1,0.1,4
0,0,124,703,5,0,38,11,0.1,0.1,2
1,0,43,116,3,0,12,9,0.1,0.1,4
7,0,89,374,0,0,34,6,0.21435385384125075,0.3397012986940409,3
3,0,58,238,0,0,31,14,0.4378607321146746,0.22419326354907432,3
0,0,0,0,0,0,153,162,0.9587489493717298,0.7167121282142459,1
4,0,50,272,0,0,26,15,0.30806233160314883,0.36422110691317683,3
3,0,105,175,0,1,6,9,0.0,0.0,5
6,0,114,365,0,0,19,8,0.29892551151320607,0.24870316080467914,3
4,0,52,343,0,0,31,8,0.3141796814273131,0.2735172038115329,3
6,0,222,1748,0,1,5,2,0.0,0.0,0
3,0,95,247,0,1,12,7,0.0,0.0,5
3,0,260,2488,0,1,1,1,0.0,0.0,0
1,0,50,43,4,0,5,9,0.1,0.1,4
0,0,0,0,0,0,214,206,0.913517377766036,0.8775458642877484,1
5,0,118,300,0,1,12,8,0.0,0.0,5
1,0,53,80,3,0,11,6,0.1,0.1,4
0,0,0,0,0,0,134,245,0.9190130266279088,0.8818951936642955,1
3,0,100,268,0,1,7,5,0.0,0.0,5
7,0,108,398,0,0,22,7,0.4366767786068184,0.25750759119500255,3
5,0,89,207,0,0,15,10,0.45152739842175815,0.2983900294024745,3
0,0,0,0,0,0,155,198,0.9865916417689529,0.7587657727165026,1
4,0,55,226,0,1,4,5,0.0,0.0,5
5,0,253,3094,0,1,3,4,0.0,0.0,0
10,0,455,2574,0,1,3,5,0.0,0.0,0
0,0,0,0,0,0,231,156,0.9366603996398469,0.9062450794483229,1
0,0,0,0,0,0,124,196,0.9561211851722583,0.7593605063918897,1
5,0,107,357,0,0,27,8,0.30980641403493536,0.23792146400143127,3
2,0,46,151,0,1,12,9,0.0,0.0,5
0,0,117,767,7,0,34,24,0.1,0.1,2
5,0,42,240,0,1,10,4,0.0,0.0,5
1,0,40,62,8,0,14,8,0.1,0.1,4
0,0,0,0,0,0,200,186,0.9684732881736399,0.7562682989389007,1
3,0,87,286,0,0,26,9,0.20127043606827436,0.36974562119162896,3
1,0,35,81,5,0,15,8,0.1,0.1,4
1,0,60,40,4,0,13,5,0.1,0.1,4
6,0,52,337,0,0,19,8,0.30976756915905546,0.3528363888389673,3
0,0,0,0,0,0,262,114,0.9429673264316573,0.8849566996791206,1
0,0,0,0,0,0,147,191,0.8358869322742215,0.7662428577619359,1
0,0,0,0,0,0,156,202,0.9568038899807458,0.9058524544836442,1
5,0,99,273,0,0,21,6,0.3147438849466821,0.34625712606729897,3
0,0,0,0,0,0,144,180,0.9803484866518473,0.7617019990124567,1
3,0,118,381,0,0,15,11,0.21855758643746837,0.25155782230610274,3
3,0,100,296,0,1,6,9,0.0,0.0,5
0,0,121,578,9,0,19,11,0.1,0.1,2
2,0,90,284,0,1,11,9,0.0,0.0,5
1,0,44,49,7,0,13,10,0.1,0.1,4
5,0,71,244,0,0,39,15,0.3124918982017761,0.39676098927152514,3
10,0,203,1736,0,1,1,1,0.0,0.0,0
3,0,217,1780,0,1,4,3,0.0,0.0,0
0,0,106,504,10,0,28,25,0.1,0.1,2
0,0,0,0,0,0,175,143,0.9068648180872759,0.8360729218873009,1
0,0,0,0,0,0,219,112,0.8693696998169823,0.8972197117193191,1
3,0,200,3947,0,1,1,1,0.0,0.0,0
9,0,299,3421,0,1,2,2,0.0,0.0,0
5,0,98,241,0,1,8,4,0.0,0.0,5
4,0,108,290,0,1,5,7,0.0,0.0,5
4,0,91,217,0,0,36,7,0.23759843611912368,0.21263408385363652,3
4,0,92,292,0,1,11,4,0.0,0.0,5
1,0,55,115,6,0,6,9,0.1,0.1,4
4,0,74,239,0,1,9,8,0.0,0.0,5
0,0,0,0,0,0,282,191,0.9356874800049717,0.7690211988565162,1
0,0,0,0,0,0,264,235,0.914073896165703,0.7680219473557084,1
0,0,0,0,0,0,240,174,0.8790444808971356,0.9067710646161213,1
7,0,50,253,0,0,23,7,0.40251607421150315,0.2434060854079097,3
0,0,123,513,5,0,18,11,0.1,0.1,2
6,0,85,331,0,0,25,13,0.36989681122506723,0.29714751795101313,3
5,0,495,2722,0,1,1,3,0.0,0.0,0
7,0,66,386,0,0,32,15,0.2856510262207969,0.4580164715303957,3
0,0,0,0,0,0,210,158,0.9594602482224587,0.8814629057979118,1
1,0,32,65,7,0,13,9,0.1,0.1,4
6,0,422,1822,0,1,1,2,0.0,0.0,0
1,0,20,109,7,0,5,7,0.1,0.1,4
0,0,123,438,10,0,19,16,0.1,0.1,2
1,0,60,89,4,0,8,10,0.1,0.1,4
5,0,61,240,0,0,27,9,0.2338840530427886,0.2843239573022735,3
0,0,0,0,0,0,214,187,0.9052035471317655,0.8099400594117465,1
1,0,54,45,3,0,8,5,0.1,0.1,4
0,0,188,620,5,0,32,30,0.1,0.1,2
7,0,216,1845,0,1,5,2,0.0,0.0,0
1,0,53,108,4,0,14,10,0.1,0.1,4
0,0,0,0,0,0,174,178,0.9145686065665645,0.9269830225234913,1
1,0,58,68,8,0,5,8,0.1,0.1,4
1,0,37,93,4,0,12,9,0.1,0.1,4
2,0,47,151,0,1,6,10,0.0,0.0,5
7,0,372,3259,0,1,5,3,0.0,0.0,0
7,0,118,320,0,0,32,8,0.2796709935168503,0.3958873202891284,3
7,0,116,265,0,0,19,14,0.40514983511302805,0.26327695541987306,3
10,0,303,2212,0,1,4,3,0.0,0.0,0
0,0,108,539,9,0,30,14,0.1,0.1,2
4,0,72,154,0,1,12,10,0.0,0.0,5
1,0,37,75,7,0,15,6,0.1,0.1,4
2,0,60,201,0,1,12,4,0.0,0.0,5
0,0,0,0,0,0,148,238,0.8002313295842653,0.7669357981607201,1
6,0,107,214,0,0,38,13,0.3678695844715396,0.4123347702300698,3
4,0,53,126,0,1,10,9,0.0,0.0,5
0,0,179,739,8,0,29,20,0.1,0.1,2
0,0,160,798,6,0,37,28,0.1,0.1,2
0,0,0,0,0,0,190,122,0.8862701756974294,0.8073944443382762,1
7,0,93,263,0,0,35,13,0.2838006472205744,0.35231638762866435,3
1,0,49,110,7,0,9,10,0.1,0.1,4
4,0,101,203,0,1,7,9,0.0,0.0,5
3,0,114,217,0,1,10,9,0.0,0.0,5
0,0,0,0,0,0,183,126,0.9625869904217993,0.743244352219818,1
3,0,110,370,0,0,30,9,0.322553684612195,0.3400091446901884,3
5,0,258,3636,0,1,1,5,0.0,0.0,0
5,0,42,278,0,1,9,6,0.0,0.0,5
0,0,126,596,10,0,25,29,0.1,0.1,2
1,0,52,59,8,0,6,5,0.1,0.1,4
3,0,120,199,0,1,6,9,0.0,0.0,5
1,0,47,65,6,0,12,5,0.1,0.1,4
1,0,21,82,3,0,10,7,0.1,0.1,4
2,0,98,175,0,1,11,6,0.0,0.0,5
0,0,138,511,6,0,31,29,0.1,0.1,2
2,0,102,128,0,1,5,10,0.0,0.0,5
10,0,457,2991,0,1,5,2,0.0,0.0,0
8,0,288,2744,0,1,3,4,0.0,0.0,0
1,0,21,66,6,0,13,7,0.1,0.1,4
1,0,48,58,7,0,7,7,0.1,0.1,4
4,0,88,381,0,0,25,6,0.2631186447249544,0.20644433246282862,3
1,0,43,43,6,0,5,6,0.1,0.1,4
0,0,0,0,0,0,288,149,0.9351457012357347,0.8364849328489938,1
0,0,0,0,0,0,230,117,0.9585322350014664,0.9166534776139111,1
0,0,107,512,9,0,39,23,0.1,0.1,2
1,0,47,111,8,0,7,8,0.1,0.1,4
1,0,44,61,8,0,12,8,0.1,0.1,4
0,0,0,0,0,0,299,247,0.9166374533139633,0.8595718179503846,1
0,0,0,0,0,0,137,110,0.9282159035659592,0.9439545634351272,1
6,0,368,1889,0,1,3,1,0.0,0.0,0
0,0,166,632,5,0,18,22,0.1,0.1,2
1,0,34,41,3,0,12,5,0.1,0.1,4
0,0,133,720,9,0,19,15,0.1,0.1,2
4,0,45,190,0,1,9,10,0.0,0.0,5
0,0,0,0,0,0,142,215,0.986714280247136,0.7471876977055004,1
0,0,182,488,6,0,15,13,0.1,0.1,2
5,0,304,2493,0,1,5,1,0.0,0.0,0
3,0,329,3523,0,1,4,3,0.0,0.0,0
0,0,192,495,5,0,18,16,0.1,0.1,2
0,0,0,0,0,0,225,153,0.9765794228230944,0.7492257117226362,1
4,0,87,313,0,0,39,7,0.47418361866023484,0.2641208243126407,3
3,0,61,144,0,1,11,6,0.0,0.0,5
0,0,0,0,0,0,128,133,0.9355997963122779,0.8878586596362629,1
0,0,182,478,9,0,32,30,0.1,0.1,2
1,0,24,79,6,0,11,10,0.1,0.1,4
1,0,26,95,7,0,6,8,0.1,0.1,4
0,0,0,0,0,0,235,239,0.8923511941191377,0.9320472207159763,1
1,0,56,87,3,0,10,8,0.1,0.1,4
0,0,0,0,0,0,287,250,0.8778873480636027,0.707011780767901,1
